text,labels,Average_Word_Length,Lexical_Diversity,Capital_Letters_Count,Hashtag_Frequency,Mention_Frequency,count_emojis,special_chars_count,Stop_Word_Frequency,Noun_Count,Verb_Count,Participle_Count,Interjection_Count,Pronoun_Count,Preposition_Count,Adverb_Count,Conjunction_Count,Readability_Score,URL_Frequency
Justin Trudeau and Isqra Khalid: Funding the Ideology of White Genocide,0,5.545454545454546,1.0,8,0,0,0,1,3,5,2,1,0,0,0,0,0,68.77,0
You are a stupid idiot. F U. NASTY TRASY SKANK,1,3.7,1.0,18,0,0,0,2,3,4,0,0,0,0,0,0,0,108.7,0
"Im tired of being quiet and nice. tired of this hoe thinking she got something over me, bitch you dont. keep quiet over there",1,4.25,0.8333333333333334,1,0,0,0,3,10,4,5,3,0,0,0,1,0,97.2,0
Brazil-Venezuela border reopens amid fight over refugees #FoxNews,0,7.25,1.0,4,1,0,0,2,1,3,1,0,0,0,1,0,0,80.28,0
I treat women like fuck toys cause that's all they are to me,1,3.6923076923076925,1.0,1,0,0,0,1,6,3,0,0,0,0,1,0,0,100.58,0
"Mr. President, PLEASE pass an Executavie Order making it illegal for non-citizens to vote, and please have ICE agents at every voting station to deport these criminals.#BuildThatWall",1,5.777777777777778,0.9629629629629629,16,1,0,0,6,9,12,2,1,0,0,0,0,0,35.61,0
Did that cunt bag just blame #rape victims for the way they dress and/or act?!,1,4.266666666666667,1.0,1,1,0,0,4,6,8,0,0,0,0,0,0,0,98.55,0
"i mean, yes, women bare the collective shitload of constantly being objectified, & not all men are sexist creepers (all of the time)",0,4.782608695652174,0.9130434782608695,0,0,0,0,6,9,6,2,1,0,0,0,1,0,57.61,0
if i ever met taylor she would be like : get this hysterical girl away from me.....and frankly i'd agree w her,0,4.045454545454546,1.0,0,0,0,0,7,7,3,4,0,0,0,0,3,0,86.2,0
Oh ffs NO MORE MIGRANTS GO HOME,1,3.5714285714285716,1.0,21,0,0,0,0,2,3,1,0,0,0,0,0,0,106.67,0
"The end to a successful Advisory Board meeting - members Founder &amp; CEO Diane Portnoy, , &amp; Chair - after update on existing and plans for future research on economic contributions of #immigrants",0,5.121212121212121,0.9090909090909091,10,1,0,0,9,9,14,2,1,0,0,0,0,0,32.57,0
Every time I try to be in my feels you always gotta ruin it like shiii let me be a depressed bitch,0,3.5,0.9545454545454546,2,0,0,0,0,10,5,3,1,0,0,1,1,0,74.53,0
Idk why people tell me their problems... All I do is repeatedly ask 'why' like a 4 year old that's not getting his way... Then I laugh,0,4.0,0.9629629629629629,5,0,0,0,9,12,4,3,1,0,0,2,1,0,96.18,0
"No you are in denial, the homeless and housing crisis are a result of many things, but mass immigration is critical. There are no refugees, only economic migrants from poor and backward cultures. Supply of which is limitless. N",1,4.846153846153846,0.8717948717948718,4,0,0,0,6,20,9,3,0,0,0,0,0,0,66.74,0
Her- so what do you do for fun? Me-,0,3.0,0.8888888888888888,2,0,0,0,3,6,1,0,0,0,0,0,0,0,113.1,0
Bitch I'm kuntry I do what I want,0,3.25,0.875,4,0,0,0,1,4,2,1,0,0,0,0,0,0,105.66,0
YOU A BITCH AND YOU IN MY FUCKING CITY HOE. ILL SEE YOU SOON BITCH BOY,0,3.4375,0.8125,54,0,0,0,1,7,4,3,1,0,0,0,1,0,105.66,0
If your 'fianc' has a conversation with a bitch like this would you keep her?,1,4.2,0.9333333333333333,1,0,0,0,3,8,2,1,0,0,0,1,0,0,81.63,0
"U.S. should stop detaining migrants, separating children: U.N. #UnitedStates #UnitedNations",0,8.2,1.0,8,2,0,0,8,1,5,2,1,0,0,0,0,0,10.56,0
"And if you ask me, you a bitch ass nigga if you let another hoe disrespect the mother of your kids",0,3.7142857142857144,0.8571428571428571,1,0,0,0,1,10,8,0,0,0,0,0,0,0,75.54,0
"He really said this? He loves to blather empty platitudes in front of the camera. And the hysterical women comments? Empty suit. Not buying his Aw, Schucks persona. Right up there with Golly Jeez Gorsuch.",1,4.857142857142857,0.9428571428571428,11,0,0,0,7,13,9,3,0,0,0,0,2,1,72.83,0
"Democrats, the party of hypocrites, they will say WHATEVER gets them votes. #MAGA#EndDACA#EndChainMigration#EndSanctuaryCities#DeportThemAll#DeportIllegalFamiliesTogether #FamiliesBelongTogether IF they're legally here, if not they need to go back.",1,8.96,0.96,36,7,0,0,13,10,5,6,1,0,0,0,4,0,-25.82,0
Hysterical woman.,0,8.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-49.0,0
Then your headmaster was a stupid fucking cunt,0,4.875,1.0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,80.28,0
"you want to restart Catch and Release???#NoHR392#NoDACA#NoH1b until labor participation rate is at least 80%#NoCatch&ReleaseIllegal Alien Accused of Raping, Trafficking Girl in Louisiana | Breitbart via",1,6.8076923076923075,1.0,23,4,0,0,11,8,8,4,3,0,0,1,1,0,33.41,0
This is the only time I feel safe leaving my phone face up,0,3.5384615384615383,1.0,2,0,0,0,0,7,3,2,1,0,0,0,0,0,92.12,0
Get over yourselves ladies... You're wrong.... all the time!,1,5.777777777777778,1.0,2,0,0,0,9,5,2,1,0,0,0,0,0,0,109.21,0
"Open borders for Israel.!!ITs diversity that makes the middle east so peaceful.Israel NEEDS to take at least 500,000 refugees. Why have their closed their borders, yet preach 'diversity for the West????",0,5.548387096774194,0.9032258064516129,12,0,0,0,12,12,5,4,1,0,0,0,1,0,80.48,0
Was I imagining the flap over 'hysterical' because it connected women towa,0,5.25,1.0,2,0,0,0,2,6,2,3,2,0,0,0,0,0,42.38,0
"Broke niggas ain't shit cept to a broke bitch, and a hoe witout no dough is a hoe you won't see me wit.",1,3.5217391304347827,0.8695652173913043,1,0,0,0,4,10,8,3,0,0,0,1,0,0,98.89,0
This is when a guy says something like I dont want to date a hoe n a woman responds with But you n your sister got different daddies bitch so...still not dating a hoe lol,1,3.8857142857142857,0.8571428571428571,3,0,0,0,3,14,10,6,1,0,0,1,1,0,79.09,0
All refugees and dreamer s should leave the USA quick. Its no need to stay in USA in the future.,1,3.85,0.85,8,0,0,0,2,11,3,3,0,0,0,0,0,0,103.63,0
I luv a classy bitch but still might fuck a bad whore,1,3.5,0.9166666666666666,1,0,0,0,0,4,3,1,0,0,0,0,1,0,110.06,0
A look at Houston's growing immigrant population: #GlobalCities #Missions,0,7.222222222222222,1.0,5,2,0,0,4,2,4,2,1,0,0,0,0,0,11.58,0
when the Tory's relax non EU Immigration for NHS recruitment then make it harder for people to make complaints and sue incompetent medical practice go hand in hand and there is a price for not training UK staff everything has a price! it,0,4.534883720930233,0.8372093023255814,9,0,0,0,2,18,14,4,0,0,0,0,0,0,44.75,0
"In the absence of favorable responses from govt, it's possible that more displaced people will attempt to re-occupy their lands #ucanews #voiceforthevoiceless #humanrights #SriLanka",0,6.583333333333333,1.0,3,4,0,0,7,10,6,3,0,0,0,0,0,0,30.2,0
Exactly! Why would Americans vote for anyone that supports these absurd policies? IMO it is treason and self destruction to vote for politicians that do not up hold our laws and advocates for illegals over Americans. #BuildThatWall #NoDACA,1,5.315789473684211,0.868421052631579,15,2,0,0,5,17,13,5,0,0,0,0,1,0,60.65,0
#DREAMER Stomps 83 yr old man to death in TXSSilvano Echavarria stomped the victims head 74 times and punched him 25 times before leaving his body in a parking lotHis rap sheetincludesother crimes.#MSMSilence#BuildThatWall,1,5.757575757575758,0.9393939393939394,21,3,0,0,4,9,15,5,4,0,0,0,0,0,46.44,0
Let's build that wall.#BuildThatWall,1,8.25,1.0,4,1,0,0,3,1,0,3,0,0,0,0,0,0,75.88,0
"Over the past 25 years, World Relief has welcomed nearly 100,000 women and girls fleeing persecution. Give today to support our work in welcoming refugee and immigrant women and their families.",0,5.258064516129032,0.9032258064516129,4,0,0,0,4,10,11,4,3,0,0,1,1,0,64.2,0
"this seems like a really good idea, except that it will displace more Californians to my state, which is already affecting our way of life. #refugeesnotwelcome",1,5.153846153846154,1.0,1,1,0,0,4,12,7,2,1,0,0,2,2,0,53.55,0
"Caveat: you must be a Muslim woman to avoid abuse, otherwise you are a permitted target of rape",1,4.333333333333333,0.8888888888888888,2,0,0,0,2,8,5,2,1,0,0,0,1,0,70.13,0
"happy 7 year anniversary mistress Carol -so happy to be your Panty Bitch and Total Slut, your voice eas",0,4.473684210526316,0.8947368421052632,5,0,0,0,2,5,7,0,0,0,0,0,0,0,69.11,0
"Welcome to #Vial, #Chios Imagine living for months in a container. Imagine not having a container and sleeping in tents between them. Imagine not having a tent and sleeping under plastic sheets. Imagine having none of the above and sleeping rough. This is how #EU treats refugees",0,4.957446808510638,0.723404255319149,10,3,0,0,8,23,9,7,4,0,0,0,1,0,78.85,0
bitch come crawling to me when hoseok leaves you for his crab side hoe,1,4.071428571428571,1.0,0,0,0,0,0,6,4,3,1,0,0,0,0,0,99.57,0
What really happens when you send her a dick pic,0,3.9,1.0,1,0,0,0,0,5,2,1,0,0,0,0,1,0,86.71,0
The bitch in the red jacket at the oj parole is a cunt she trying any question to get him to slip up,1,3.391304347826087,0.9130434782608695,1,0,0,0,0,13,6,3,2,0,0,0,0,0,81.97,0
This is why we must stop the invasion and... Stop It NOW.,1,3.8333333333333335,1.0,6,0,0,0,4,6,2,1,0,0,0,0,0,0,99.23,0
"""#Children and #Women Are No Longer Safe Where There many """"#asylum"""" seekers, #IllegalAliens, or just #MassImmigration. The Nations of #Europe need to #BuildTheWall and fix #immigration LAWS NOW.""",1,6.071428571428571,0.9642857142857143,25,8,0,0,18,11,8,3,1,0,0,0,1,0,57.27,0
"Italy will no longer rescue immigrants sailing from Libya. They have withdrawn their Italian Coast Guard and instructed captains of vessels that from now on, ships in the area off Libya should apply for help to the Libyan Coast Guard.",0,4.875,0.925,10,0,0,0,3,18,12,4,2,0,0,0,2,0,76.56,0
#WWG1WGA #SpyGate #DeclassifyTheDocs #StopTheInvasion,1,12.5,1.0,14,4,0,0,4,0,4,0,0,0,0,0,0,0,-76.41,0
"We must remain united & keep our voices heard for 2018 & especially 2020! I mean, just look at the ticket! I follow back all followers! Thanks y'all!#MAGA #KAG2018 #KAG2020 #Veteran #AmericaFirst #NoAmnesty #NoDACA #BuildThatWall #2AShallNotBeInfringed",1,6.027777777777778,0.9444444444444444,32,9,0,0,17,9,9,3,0,0,0,0,4,0,62.85,0
I Hate #IllegalAliens And what they do to this country,1,4.5,1.0,5,1,0,0,1,7,3,0,0,0,0,0,0,0,86.71,0
Doctors created vibrators after growing tired of masturbating 'hysterical' women,1,7.1,1.0,1,0,0,0,2,2,4,2,2,0,0,0,0,0,-6.36,0
"Sharyl Attkisson hits Bill Kristol over the head with the cold, hard truth on immigration Thanks Sharyl ! In the past immigrants were CHOSEN by gov. open borders &amp; no 3rd world trash..Bill is a clueless careless twit.",0,4.842105263157895,0.9210526315789473,14,0,0,0,8,12,14,5,0,0,0,0,0,0,87.42,0
Men who feel the need to Not All Men women who speak out about harassment are not qualified to represent women.,0,4.333333333333333,0.8571428571428571,4,0,0,0,1,11,5,2,0,0,0,1,0,0,67.08,0
#WomenDisobey 1995 Barbara Jordan Press Conference on Legal Immigration via,0,6.6,1.0,8,1,0,0,1,1,6,0,0,0,0,1,0,0,27.49,0
happy birthday bitch i hate you come drive & see me you fucking hoe,1,3.857142857142857,0.9285714285714286,0,0,0,0,1,4,5,2,1,0,0,0,0,0,92.12,0
Did Morocco let more migrants make dangerous #Spain crossing to get a good deal with EU?,0,4.5625,1.0,5,1,0,0,2,5,6,3,1,0,0,0,0,0,72.16,0
But hey he's also the nigga that goes 'Not all men' when women are talking about how sexual abuse traumatizes them so it's expected,0,4.5,1.0,2,0,0,0,4,11,5,3,2,0,0,0,2,0,64.04,0
sharia Law Tessa is that not tony Blair's wife no y do you let islam law into the country stupid woman with stupid promises she cant keep,0,4.111111111111111,0.9629629629629629,3,0,0,0,1,11,9,3,0,0,0,0,0,0,77.91,0
This is the place that haunts my dreams. It fills me like darkness fills a room. More at :,0,3.789473684210526,0.9473684210526315,3,0,0,0,3,10,6,1,0,0,0,1,0,0,104.64,0
"#Sext from #Daddy: 'My little toy. Which hole shall I stuff, slut?' Be right back, just being carried away in a tsunami of cunt juice.",0,4.4,1.0,6,2,0,0,10,9,5,2,1,0,0,0,2,0,96.89,0
"Again JAnis doesnt under stand Economics Supply and demand the lesslabor, the more wages! Lets see how Illegal Immigrants who work for less than the min wage reduce the wages",1,4.833333333333333,0.9,8,0,0,0,2,12,9,5,1,0,0,0,0,0,64.71,0
"Dinesh Dsouza is a Globo-Homo agent, like Paul Ryan. Don't let this dot head immigrant lecture you that Andrew Jackson is not an American hero.",0,4.76,0.96,10,0,0,0,5,9,7,2,0,0,0,1,0,0,75.71,0
"Looks like #LeftistsPreferIllegalAliens in Europe as well as in the USA.""Migrant"" has allegedly been using legal loopholes to stay in Germany despite having a staggering 542 criminal investigations against him.#GlobalistAgenda",0,6.566666666666666,0.9,13,2,0,0,6,12,5,5,2,0,0,2,2,0,22.41,0
These whores woke me up out of my sleep Ima be mad as a bitch in the morning waking up for work,1,3.3636363636363638,0.9545454545454546,2,0,0,0,0,13,5,1,0,0,0,0,0,0,91.45,0
Lost - but happy ! Merkel co. has not realized who the reality really is. Poor Germany which want go on to love refugees.,1,4.083333333333333,1.0,4,0,0,0,5,8,4,5,1,0,0,0,1,0,80.99,0
"If it's Americans getting shot, why do you even care? Women around the world suffer at the hands of islamic savages.. beatings, acid attacks, rape, murder.. but those guns are so scary to you, aren't they",0,4.694444444444445,0.9722222222222222,3,0,0,0,12,16,10,5,1,0,0,1,1,0,87.72,0
"""One plan the White House reportedly is considering would allow no more than 25,000 #refugees to be resettled in the U.S., representing a cut of more than 40 percent from this years limit.""",0,4.757575757575758,0.9090909090909091,5,1,0,0,8,15,6,5,3,0,0,0,1,0,71.65,0
"pineapplecity: dogwhoreowner: Stupid cunt, thats what the filthy whore deserves! Thats how all Men...",1,6.285714285714286,1.0,3,0,0,0,7,4,8,1,0,0,0,0,0,0,81.29,0
Hispanic Invaders have been Destroying California!!!They have No Business being in our Country. Period.#BuildTheWall #DeportThemAll#MCGA #MAGA #AmericaFirst #USA#FoxNews #SundayMorning,1,8.736842105263158,0.9473684210526315,32,8,0,0,13,7,7,3,2,0,0,0,1,0,-2.61,0
Open your mouth & take the meat like a hoe you bitch ass,1,3.3846153846153846,1.0,1,0,0,0,1,4,5,1,0,0,0,1,0,0,110.06,0
"UNHCR2016 total of 181436 migrants crossed Med to Italy.90334 never requested asylum, vanished. Italians refer to this as clandestini.#V4 Report refers to it as hogwash.#Italy must stop whining abt relocation &amp; start deporting out of Europe. #Visegrad will help deport",1,5.825,0.9,13,3,0,0,11,11,10,10,6,0,0,1,1,0,64.67,0
"Unfortunately not ALL #Republicans -- not , questionable w/ With ""leaders"" like those, it is like having 3 #Pelosi #FundTheWall#BuildThatWall",1,6.1,0.9,13,4,0,0,11,7,3,2,0,0,0,2,1,0,36.28,0
When will the kenyan woman learn to say 'My man' Abi carry ya own Cross not all men are de same #Mainaandkingangi,0,4.181818181818182,1.0,5,1,0,0,3,9,5,3,0,0,1,1,0,0,82.99,0
KUNT DONT JOIN ME IF YOU HAVE NEVER DONE CALUS BEFORE. IM NOT HERE TO CARRY. FUCK ME SIDEWAYS!!,0,4.052631578947368,0.9473684210526315,73,0,0,0,4,8,6,3,0,0,0,0,1,0,98.92,0
When someone announces that they are 'officially unfollowing',0,6.75,1.0,1,0,0,0,2,4,2,1,1,0,0,0,0,0,29.52,0
Aka you lot can all shut the fuck up and stop blaming her,0,3.4615384615384617,1.0,1,0,0,0,0,7,4,1,0,0,0,0,0,0,100.58,0
Should Move to Deport Immigrants on Welfare as Public Charges We Dont Owe them Our Tax Dollars #RedNationRising #Trump #MAGA #SendThemBack via,1,5.5,1.0,24,4,0,0,4,7,9,3,1,0,0,1,0,0,57.61,0
Im not gonna sit back and let you categorize ALL WHITE MEN are targeting blacks people. Wtf are you even talking about? My best friend since middle school is BLACK. Half of all my friends are BLACK. This cop who gave me a warning yesterday is BLACK. Stfu with that racist mindset,0,4.384615384615385,0.8846153846153846,32,0,0,0,5,20,14,7,3,0,0,1,1,0,96.48,0
Only I could get kicked out of a club for just being,0,3.4166666666666665,1.0,2,0,0,0,0,8,1,2,1,0,0,0,0,0,93.14,0
"Yea, that 150$B probably came secretly funneled & tunneled. Trump will find a way, if he hasnt already. Theyve just convinced him to wait til after mid-terms to push the budget. Sadly, that move could cost more rep votes than they realize. #BuildThatWall",1,4.930232558139535,0.9534883720930233,8,1,0,0,11,15,7,8,1,0,0,0,6,0,77.74,0
"id marry this fukin whore,& let the bitch behind her be best lady at the wedding",1,4.0625,0.9375,0,0,0,0,2,6,5,2,0,0,0,1,0,0,80.62,0
America Is Not a Nation of Immigrants Great read...,1,4.777777777777778,1.0,6,0,0,0,3,4,2,1,0,0,0,0,0,0,62.34,0
guilty gear you fucking whore,1,5.0,1.0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,100.24,0
"Another fine example of why illegal aliens are problem. If your here illegally, why would you want to draw attention to yourself this way. Illegal aliens have no fear of our legal system & only care about themselves. Awful way to die #BuildThatWall",1,4.790697674418604,0.8837209302325582,7,1,0,0,6,19,10,2,0,0,0,1,1,0,69.28,0
I hate this country and its rules for one and no rules for another when are we going to man up and stand up to these filthy ppl coming into are country and riding the arse off us? #sendthemhome,1,3.9743589743589745,0.7692307692307693,1,1,0,0,2,22,6,5,3,0,1,0,0,0,65.73,0
They don't look mistreated. Give it up. They aren't migrant they are illegal. #BUILDTHEWALL #deportthemall #MyVoteCounts #TRUMP2020 #VoterID #BUILDTHEWALL #AMERICANSFIRST,1,7.55,0.9,52,7,0,0,12,7,6,2,1,0,0,0,0,0,49.48,0
"We voted to stop our invasion, not a tax cut.#BuildTheWall #DeportThemAll",1,5.7272727272727275,1.0,7,2,0,0,4,5,4,1,1,0,0,0,0,0,51.85,0
no that would be girls #WomenSuck,0,4.666666666666667,1.0,2,1,0,0,1,3,1,1,0,0,0,0,0,0,73.85,0
thanks for allowing violent foreign men to walk among us & threaten us because of law/court system favours them over decent law abiding people. Civil war is looming in this country as you do nothing to help or protect the people. #SendThemBack,0,4.809523809523809,0.9285714285714286,4,1,0,0,5,15,10,8,3,0,2,1,0,0,59.13,0
"1 hoe 2 hoe 3 hoe 4, girl you know you're just another whore",1,3.357142857142857,0.8571428571428571,0,0,0,0,2,3,5,1,0,0,0,0,0,0,99.57,0
Girls that eat ass will always have a special place in my heart... And bed,1,4.0,1.0,2,0,0,0,3,7,5,1,0,0,0,0,1,0,98.55,0
I actually had a respectful argument with an anti-immigrant sorta-conservative (not a Trump supporter.) I managed to change their mind about immigration and they managed to change my mind on the subject of military and veterans,0,5.333333333333333,0.8055555555555556,3,0,0,0,5,18,8,2,2,0,0,0,1,0,36.28,0
"CoreCivic found its best interest is to grow US detention capacity, for women and children, by over 450%. Expanding the number of mother-child beds from 3,500 up to 20,000. This signals the largest increase in immigrant detention since WW2 #ResistICENashville photo: Julie Henry",0,5.488372093023256,0.9302325581395349,15,1,0,0,10,15,17,3,1,0,1,1,0,0,56.96,0
